MARCA,DESCRIÇÃO,VENDIDO POR,AVALIAÇÕES,QUANTIDADE DE AVALIAÇÕES,PREÇO ANTIGO,PREÇO NOVO,TIPO
LG,Smartphone LG G3 D855 16gb Titanium 2 Gb Ram - Excelente (Recondicionado),Por Movacel,,,399.0,39.0,Smartphone
Realme,Smartphone Realme C61 256 Gb 8 Gb Ram Com Nfc+ Fone +capinha,,,,1.699,1.189,Smartphone
MOTOROLA,Motorola Moto G52 128gb Azul Bom - Trocafone - Usado,Por Trocafone,2.7,6,669.0,66.0,Smartphone
Realme,Smartphone Realme C65 8gb 256gb - Lançamento 2025,,,,1.999,1.239,Smartphone
Xiaomi,Smartphone Xiaomi Poco C75 8/256gb Dourado Lacrado 2025,,,,1.619,1.302,Smartphone
SAMSUNG,Samsung Galaxy S21 Ultra 5G 5G Dual SIM 512 GB preto 16 GB RAM - Excelente (Recondicionado),,4.3,6,3.138,313.0,Smartphone
Indefinido,Smartphone Fossibot F109 24/256gb Resistente 5g Cat S52,,5.0,1,4.2,3.612,Smartphone
Motorola,Smartphone Motorola Moto E13 32gb 2g Ram Grafite - Excelente (Recondicionado),,5.0,2,659.0,,Smartphone
MOTOROLA,Smartphone G20 64gb 4gb Ram Tela 6.5'' Rosa - Bom Rosa Pink,,,,590.0,59.0,Smartphone
Xiaomi,Smartphone Xiaomi Poco X5 128gb Verde,,5.0,1,1.796,,Smartphone
Samsung,Smatphone Samsung A15 128gb Azul Claro Cor Azul-claro,,,,800.0,,Smartphone
Indefinido,Smartphone Moto G100 256gb 12gb Ram Luminous Sky,,4.7,261,9.0,,Smartphone
Xiaomi,Smartphone Xiaomi 13 Lite Black 256gb Dual Sim 8gb Ram,,4.4,34,2.999,,Smartphone
Realme,Celular Realme 13+ 5g Dual Sim 512 Gb 12 Gb Ram Com Nfc Smartphone Roxo,,4.8,53,2.44,,Smartphone
SAMSUNG,Smartphone Samsung Galaxy Z Flip3 5g 128gb 8 Gb Ram - Verde - Excelente (Recondicionado),Por Movacel,5.0,12,2.399,240.0,Smartphone
SAMSUNG,"Smartphone Samsung Galaxy M34 5g, 128gb, 6gb, Tela 6.5 Cor Prata",,4.8,6046,2.399,230.0,Smartphone
MOTOROLA,Smartphone Moto G71 5g 128gb 6gb Ram Verde-escuro Motorola,,4.6,758,1.598,159.0,Smartphone
Realme,Celular Realme 12+ 5g 256gb Dual Sim 8 Gb Ram Nfc Smartphone,,,,2.0,192.0,Smartphone
LG,"Smartphone K62+ 4g Tela 6,6' 128gb 4gb Ram Branco LG - Excelente (Recondicionado)",,2.3,3,878.0,87.0,Smartphone
Poco,Smartphone Poco C75 8/256gb V. Global + Brinde Fone Airdots,,5.0,1,1.039,103.0,Smartphone
SAMSUNG,Smartphone Samsung Galaxy S23 Ultra 5g 512gb 12gb Ram Dual Cor Grafite - Bom (Recondicionado),Por Trocafy,5.0,2,4.259,3.918,Smartphone
MOTOROLA,Smartphone Motorola Moto G41 128gb 4gb Ram Champagne - Bom (Recondicionado),,5.0,1,799.0,79.0,Smartphone
Realme,Celular Realme 13+ 5g Dual Sim 256gb 8gb Com Nfc Smartphone,Por Realme,4.8,4,3.963,2.12,Smartphone
SAMSUNG,Smartphone Sansumg Galaxy M14 5g Azul Marinho 128gb 4gb Ram - Excelente (Recondicionado),Por Movacel,,,1.199,116.0,Smartphone
MOTOROLA,Smartphone Motorola G53 5g 128GB Grafite 4GB - Aceitável (Recondicionado),,5.0,1,1.049,104.0,Smartphone
Xiaomi,Smartphone Xiaomi Redmi 14c 256gb 8gb Ram Roxo Global 4g,,5.0,1,960.0,96.0,Smartphone
